"id","country","variety","points","price","province","region01"
6580,"France","Colombard-Ugni Blanc",86,"11","Southwest France","Côtes de Gascogne"
6581,"France","Rosé",86,"15","Southwest France","Fronton"
6585,"France","Colombard",86,"9","Southwest France","Côtes de Gascogne"
6590,"France","Malbec",86,NULL,"Southwest France","Cahors"
6604,"France","Sauvignon Blanc",88,"23","Loire Valley","Sancerre"
6607,"France","Champagne Blend",88,"65","Champagne","Champagne"
6609,"France","Champagne Blend",88,"38","Champagne","Champagne"
6611,"France","Chardonnay",88,"35","Burgundy","Mercurey"
6630,"France","Gewurztraminer",94,"55","Alsace","Alsace"
6637,"France","Pinot Gris",93,"54","Alsace","Alsace"
6638,"France","Pinot Gris",93,"78","Alsace","Alsace"
6639,"France","Gewurztraminer",93,"48","Alsace","Alsace"
6640,"France","Pinot Gris",93,"60","Alsace","Alsace"
6641,"France","Pinot Gris",93,"38","Alsace","Alsace"
6661,"France","Rosé",88,"20","France Other","Corse"
6653,"France","Pinot Gris",93,"42","Alsace","Alsace"
6673,"France","Chardonnay",88,"23","Burgundy","Bourgogne"
6676,"France","Rosé",88,"12","Languedoc-RoUnited Statessillon","Côtes Catalanes"
6694,"France","Red Blend",90,"16","Southwest France","Fronton"
6695,"France","Rosé",90,"25","Provence","Côtes de Provence"
6696,"France","Rosé",90,"18","Provence","Coteaux d'Aix-en-Provence"
6697,"France","Rosé",90,"23","Provence","Côtes de Provence"
6698,"France","Rosé",90,"13","Provence","Côtes de Provence"
6699,"France","White Blend",90,"17","Southwest France","Pacherenc du Vic Bilh"
6700,"France","Tannat",90,NULL,"Southwest France","Madiran"
6708,"France","Bordeaux-style Red Blend",90,"15","Southwest France","Côtes du Marmandais"
6709,"France","Red Blend",90,"40","Southwest France","Saint-Mont"
6710,"France","White Blend",90,"46","Southwest France","Saint-Mont"
6738,"France","Bordeaux-style Red Blend",92,"35","Bordeaux","Margaux"
6739,"France","Bordeaux-style White Blend",92,NULL,"Bordeaux","Pessac-Léognan"
6740,"France","Bordeaux-style Red Blend",92,"29","Bordeaux","Pauillac"
6741,"France","Bordeaux-style Red Blend",92,NULL,"Bordeaux","Listrac-Médoc"
6742,"France","Bordeaux-style Red Blend",92,"27","Bordeaux","Haut-Médoc"
6743,"France","Chardonnay",92,"28","Alsace","Alsace"
6744,"France","Pinot Noir",92,"59","Alsace","Alsace"
6745,"France","Sylvaner",92,"27","Alsace","Alsace"
6746,"France","Bordeaux-style Red Blend",92,NULL,"Bordeaux","Haut-Médoc"
6747,"France","Bordeaux-style Red Blend",92,"33","Bordeaux","Pessac-Léognan"
6748,"France","Alsace white blend",92,"18","Alsace","Alsace"
6753,"France","Sauvignon Blanc",84,NULL,"Loire Valley","Pouilly-Fumé"
6755,"France","Bordeaux-style Red Blend",84,"12","Bordeaux","Côtes de Bourg"
6765,"France","Bordeaux-style White Blend",84,"15","Bordeaux","Bordeaux Blanc"
6767,"France","Bordeaux-style Red Blend",84,"14","Bordeaux","Bordeaux"
6768,"France","Bordeaux-style Red Blend",84,"17","Bordeaux","Bordeaux Supérieur"
6769,"France","Bordeaux-style White Blend",84,"16","Bordeaux","Bordeaux Blanc"
6770,"France","Bordeaux-style White Blend",84,"13","Bordeaux","Bordeaux Blanc"
6771,"France","Bordeaux-style Red Blend",84,"15","Bordeaux","Blaye Côtes de Bordeaux"
6773,"France","Bordeaux-style White Blend",84,"13","Bordeaux","Bordeaux Blanc"
6785,"France","Rosé",87,"22","Loire Valley","Menetou-Salon"
6787,"France","Chardonnay",87,"16","Burgundy","Saint-Véran"
6789,"France","Sauvignon Blanc",87,"22","Loire Valley","Sancerre"
6792,"France","Sauvignon Blanc",87,"26","Loire Valley","Sancerre"
6793,"France","Sauvignon Blanc",87,"25","Loire Valley","Sancerre"
6833,"France","Champagne Blend",87,"35","Champagne","Champagne"
6834,"France","Malbec",87,"18","Southwest France","Cahors"
6836,"France","Sauvignon Blanc",87,"20","Burgundy","Saint-Bris"
6837,"France","Chardonnay",87,"25","Burgundy","Chablis"
6862,"France","Pied de Perdrix",87,"13","Southwest France","Vin de Pays du Comté Tolosan"
6872,"France","Riesling",89,"20","Alsace","Alsace"
6889,"France","Pinot Auxerrois",88,NULL,"Alsace","Alsace"
6890,"France","Pinot Blanc",88,NULL,"Alsace","Alsace"
6894,"France","Rosé",88,"15","Provence","Côtes de Provence"
6897,"France","Sauvignon Blanc",88,"14","Bordeaux","Blaye Côtes de Bordeaux"
6898,"France","Bordeaux-style Red Blend",88,"12","Bordeaux","Bordeaux"
6899,"France","Bordeaux-style Red Blend",88,"12","Bordeaux","Bordeaux Supérieur"
6900,"France","Bordeaux-style White Blend",86,"16","Southwest France","Buzet"
6905,"France","Malbec",86,NULL,"Southwest France","Cahors"
6909,"France","Malbec-Merlot",86,"20","Southwest France","Cahors"
6910,"France","Rosé",86,"13","Southwest France","Côtes de Gascogne"
6911,"France","Red Blend",86,"15","Southwest France","Gaillac"
6912,"France","Syrah-Merlot",86,"11","Southwest France","Côtes de Gascogne"
6918,"France","Rhône-style Red Blend",86,"18","Rhône Valley","Côtes du Rhône"
6919,"France","Rosé",86,"25","Rhône Valley","Tavel"
6920,"France","Rosé",86,"12","Rhône Valley","Costières de Nîmes"
6930,"France","Gewurztraminer",93,"48","Alsace","Alsace"
6932,"France","Gewurztraminer",93,"59","Alsace","Alsace"
7257,"France","Merlot",85,NULL,"Southwest France","Côtes de Gascogne"
6947,"France","Pinot Gris",93,"40","Alsace","Alsace"
6948,"France","Gewurztraminer",93,"59","Alsace","Alsace"
6953,"France","Gewurztraminer",93,"44","Alsace","Alsace"
6954,"France","Pinot Gris",93,"45","Alsace","Alsace"
6955,"France","Gewurztraminer",93,"78","Alsace","Alsace"
6956,"France","Pinot Gris",93,"53","Alsace","Alsace"
6967,"France","Bordeaux-style Red Blend",90,"15","Southwest France","Côtes du Marmandais"
6976,"France","Provence red blend",90,"22","Provence","Côtes de Provence Sainte-Victoire"
6977,"France","Rosé",90,"25","Provence","Côtes de Provence"
6978,"France","Rosé",90,"25","Provence","Côtes de Provence"
6979,"France","Rosé",90,"35","Provence","Côtes de Provence"
6981,"France","Rosé",90,"14","Provence","Coteaux Varois en Provence"
6991,"France","Bordeaux-style Red Blend",92,NULL,"Bordeaux","Haut-Médoc"
6992,"France","Bordeaux-style Red Blend",92,"33","Bordeaux","Pessac-Léognan"
6993,"France","Alsace white blend",92,"18","Alsace","Alsace"
7000,"France","Pinot Noir",92,"59","Alsace","Alsace"
7001,"France","Sylvaner",92,"27","Alsace","Alsace"
7003,"France","Chardonnay",92,"28","Alsace","Alsace"
7022,"France","Rosé",87,"15","Bordeaux","Bordeaux Rosé"
7026,"France","Rosé",87,"16","Languedoc-RoUnited Statessillon","Sable de Camargue"
7027,"France","Rosé",87,"18","France Other","Ile de Beauté"
7031,"France","Chardonnay",87,"15","France Other","Arbois"
7038,"France","Alsace white blend",87,"13","Alsace","Alsace"
7039,"France","Pinot Noir",87,"30","Alsace","Alsace"
7040,"France","Pinot Noir",87,"19","Alsace","Alsace"
7043,"France","Pinot Blanc",87,"14","Alsace","Alsace"
7044,"France","Rosé",87,NULL,"Bordeaux","Bordeaux Rosé"
7051,"France","Rhône-style Red Blend",87,"40","Rhône Valley","Châteauneuf-du-Pape"
7057,"France","Sauvignon Blanc",87,"20","Loire Valley","Coteaux du Giennois"
7059,"France","Pinot Noir",87,"30","Loire Valley","Sancerre"
7060,"France","Sauvignon Blanc",87,"30","Loire Valley","Pouilly-Fumé"
7064,"France","Rosé",87,"25","Loire Valley","Sancerre"
7065,"France","Sauvignon Blanc",87,NULL,"Loire Valley","Sancerre"
7089,"France","Chardonnay",87,"23","Burgundy","Bourgogne"
7103,"France","Malbec-Merlot",87,"17","Southwest France","Cahors"
7113,"France","Rosé",84,"28","Loire Valley","Sancerre"
7114,"France","Sauvignon Blanc",84,NULL,"Loire Valley","Touraine"
7115,"France","Chenin Blanc-Chardonnay",84,NULL,"Loire Valley","Val de Loire"
7116,"France","Chenin Blanc",84,NULL,"Loire Valley","Saumur"
7117,"France","Pinot Noir",84,"25","Loire Valley","Menetou-Salon"
7128,"France","Chardonnay",84,NULL,"Loire Valley","Val de Loire"
7131,"France","Chenin Blanc",84,NULL,"Loire Valley","Saumur"
7132,"France","Chenin Blanc",84,"17","Loire Valley","Vouvray"
7133,"France","Bordeaux-style White Blend",84,"15","Bordeaux","Bordeaux Blanc"
7134,"France","Bordeaux-style White Blend",84,"20","Bordeaux","Bordeaux Blanc"
7135,"France","Bordeaux-style Red Blend",84,"11","Bordeaux","Côtes de Bourg"
7138,"France","Chenin Blanc",83,NULL,"Loire Valley","Vouvray"
7140,"France","Chardonnay",87,"20","Burgundy","M√¢con-Lugny"
7141,"France","Chardonnay",87,NULL,"Burgundy","Montagny"
7142,"France","Bordeaux-style White Blend",87,"17","Bordeaux","Graves"
7143,"France","Bordeaux-style Red Blend",87,"65","Bordeaux","Saint-√âmilion"
7144,"France","Bordeaux-style Red Blend",87,"12","Bordeaux","Bordeaux"
7146,"France","Gamay",87,"25","Beaujolais","Fleurie"
7147,"France","Gamay",87,NULL,"Burgundy","Coteaux Bourguignons"
7167,"France","Bordeaux-style Red Blend",87,"12","Bordeaux","Bordeaux"
7168,"France","Chardonnay",87,"16","Burgundy","Bourgogne"
7169,"France","Bordeaux-style Red Blend",87,"35","Southwest France","Bergerac"
7180,"France","Bordeaux-style Red Blend",88,"42","Bordeaux","Castillon Côtes de Bordeaux"
7181,"France","Bordeaux-style Red Blend",88,"12","Bordeaux","Castillon Côtes de Bordeaux"
7183,"France","Bordeaux-style Red Blend",88,"24","Bordeaux","Cadillac Côtes de Bordeaux"
7198,"France","Riesling",88,"14","Alsace","Alsace"
7199,"France","Riesling",88,"26","Alsace","Alsace"
7214,"France","Rosé",90,"17","Provence","Côtes de Provence"
7218,"France","Rosé",90,"19","Provence","Coteaux d'Aix-en-Provence"
7221,"France","Tannat-Cabernet",90,"16","Southwest France","Madiran"
7225,"France","Provence red blend",90,"22","Provence","Côtes de Provence Sainte-Victoire"
7226,"France","Rosé",90,"25","Provence","Côtes de Provence"
7227,"France","Rosé",90,"25","Provence","Côtes de Provence"
7228,"France","Rosé",90,"35","Provence","Côtes de Provence"
7231,"France","Sauvignon Blanc-Sauvignon Gris",86,NULL,"Southwest France","Côtes de Gascogne"
7249,"France","Viognier",85,"17","Rhône Valley","Côtes du Rhône"
7250,"France","Rhône-style Red Blend",85,"16","Rhône Valley","Côtes du Rhône"
7252,"France","Malbec-Merlot",85,"18","Southwest France","Cahors"
7255,"France","Sauvignon Blanc",85,"18","Southwest France","Côtes du Tarn"
7265,"France","Rosé",87,"12","Bordeaux","Bordeaux Rosé"
7267,"France","Merlot",87,"10","France Other","Mediterranée"
7274,"France","Rosé",87,NULL,"Bordeaux","Bordeaux Rosé"
7277,"France","Pinot Blanc",87,"15","Alsace","Alsace"
7281,"France","Chardonnay",87,"32","Burgundy","Chablis"
7282,"France","Chardonnay",87,"25","Burgundy","Viré-Clessé"
7283,"France","Pinot Blanc",87,"15","Alsace","Alsace"
7284,"France","Pinot Noir",87,"20","Alsace","Alsace"
7285,"France","Pinot Noir",87,"50","Alsace","Alsace"
7286,"France","Pinot Blanc",87,"17","Alsace","Alsace"
7287,"France","Pinot Blanc",87,"15","Alsace","Alsace"
7294,"France","Gewurztraminer",93,"35","Alsace","Alsace"
7295,"France","Gewurztraminer",93,"80","Alsace","Alsace"
7297,"France","Pinot Gris",93,NULL,"Alsace","Alsace"
63709,"France","Gamay",85,NULL,"Beaujolais","Juliénas"
7316,"France","Gewurztraminer",93,"78","Alsace","Alsace"
7318,"France","Gewurztraminer",93,"48","Alsace","Alsace"
7328,"France","Bordeaux-style Red Blend",92,NULL,"Bordeaux","Saint-√âmilion"
7329,"France","Bordeaux-style Red Blend",92,NULL,"Bordeaux","Médoc"
7330,"France","Bordeaux-style Red Blend",92,"60","Bordeaux","Saint-√âmilion"
7332,"France","Riesling",92,"30","Alsace","Alsace"
7336,"France","Riesling",92,"54","Alsace","Alsace"
7337,"France","Gewurztraminer",92,"54","Alsace","Alsace"
7338,"France","Riesling",92,"34","Alsace","Alsace"
7340,"France","Bordeaux-style Red Blend",92,"25","Bordeaux","Haut-Médoc"
7341,"France","Bordeaux-style Red Blend",92,"65","Bordeaux","Pessac-Léognan"
7342,"France","Bordeaux-style Red Blend",92,NULL,"Bordeaux","Saint-√âmilion"
7343,"France","Bordeaux-style Red Blend",92,"12","Bordeaux","Haut-Médoc"
7344,"France","Bordeaux-style Red Blend",92,"156","Bordeaux","Pessac-Léognan"
7345,"France","Bordeaux-style Red Blend",92,"49","Bordeaux","Pessac-Léognan"
7355,"France","Sparkling Blend",87,"20","Burgundy","Crémant de Bourgogne"
7366,"France","Sauvignon Blanc",87,"28","Loire Valley","Sancerre"
7369,"France","Sauvignon Blanc",87,"20","Loire Valley","Menetou-Salon"
7372,"France","Sauvignon Blanc",87,"25","Loire Valley","Sancerre"
7378,"France","Grenache",87,"30","Rhône Valley","Côtes du Rhône Villages"
7380,"France","Bordeaux-style White Blend",87,"11","Southwest France","Bergerac Sec"
7413,"France","Malbec",87,NULL,"Southwest France","Cahors"
7414,"France","Chardonnay",87,NULL,"Burgundy","Chablis"
7430,"France","Chardonnay",87,NULL,"Burgundy","Bourgogne Hautes Côtes de Nuits"
7446,"France","Sauvignon Blanc",83,NULL,"Loire Valley","Sancerre"
7447,"France","Bordeaux-style Red Blend",83,"21","Bordeaux","Côtes de Bourg"
7451,"France","Bordeaux-style White Blend",83,"22","Bordeaux","Bordeaux Blanc"
7460,"France","Bordeaux-style White Blend",83,NULL,"Bordeaux","Bordeaux Blanc"
7463,"France","Bordeaux-style Red Blend",83,"35","Bordeaux","Saint-Estèphe"
7470,"France","Rosé",90,"14","Provence","Coteaux Varois en Provence"
7483,"France","Rosé",89,"17","Provence","Côtes de Provence"
7484,"France","Rosé",89,"16","Provence","Côtes de Provence"
7494,"France","Rosé",89,"32","Provence","Côtes de Provence"
7498,"France","Rosé",89,"35","Provence","Coteaux Varois en Provence"
7499,"France","Rosé",89,"19","Provence","Bandol"
7500,"France","Riesling",88,"18","Alsace","Alsace"
7501,"France","Pinot Blanc",88,"21","Alsace","Alsace"
7506,"France","Pinot Noir",88,NULL,"Alsace","Alsace"
7509,"France","Bordeaux-style Red Blend",88,"30","Bordeaux","Médoc"
7510,"France","Bordeaux-style Red Blend",88,"19","Bordeaux","Castillon Côtes de Bordeaux"
7511,"France","Bordeaux-style Red Blend",88,"26","Bordeaux","Lalande de Pomerol"
7512,"France","Bordeaux-style Red Blend",88,"25","Bordeaux","Montagne-Saint-√âmilion"
7528,"France","Riesling",88,"30","Alsace","Alsace"
7529,"France","Cabernet-Syrah",88,"40","Provence","Var"
7530,"France","Rosé",87,"12","Languedoc-RoUnited Statessillon","Pays d'Oc"
7532,"France","Chardonnay",87,"22","Burgundy","Chablis"
7541,"France","Rosé",87,"15","Bordeaux","Bordeaux Rosé"
7552,"France","Chardonnay",87,NULL,"Burgundy","Marsannay"
7553,"France","Sylvaner",87,"20","Alsace","Alsace"
7554,"France","Chardonnay",87,"30","Burgundy","Montagny"
7555,"France","Alsace white blend",87,"35","Alsace","Alsace"
7556,"France","Pinot Blanc",87,NULL,"Alsace","Alsace"
7579,"France","Bordeaux-style Red Blend",85,"14","Southwest France","Buzet"
7598,"France","Gewurztraminer",92,"59","Alsace","Alsace"
7669,"France","Rosé",87,"22","Loire Valley","Sancerre"
7637,"France","Bordeaux-style Red Blend",91,NULL,"Bordeaux","Saint-√âmilion"
7638,"France","Bordeaux-style Red Blend",91,"40","Bordeaux","Haut-Médoc"
7639,"France","Bordeaux-style Red Blend",91,"29","Bordeaux","Listrac-Médoc"
7640,"France","Bordeaux-style Red Blend",91,"40","Bordeaux","Haut-Médoc"
7641,"France","Bordeaux-style Red Blend",91,"65","Bordeaux","Margaux"
7642,"France","Bordeaux-style Red Blend",91,"28","Bordeaux","Haut-Médoc"
7643,"France","Bordeaux-style White Blend",91,NULL,"Bordeaux","Bordeaux Blanc"
7644,"France","Bordeaux-style Red Blend",91,"39","Bordeaux","Pomerol"
7645,"France","Bordeaux-style Red Blend",91,"35","Bordeaux","Médoc"
7646,"France","Bordeaux-style Red Blend",91,"25","Bordeaux","Listrac-Médoc"
7648,"France","MUnited Statescat",91,"24","Alsace","Alsace"
7649,"France","MUnited Statescat",91,"26","Alsace","Alsace"
7651,"France","Chardonnay",87,"40","Burgundy","Saint-Aubin"
7653,"France","Sparkling Blend",87,"20","Burgundy","Crémant de Bourgogne"
7654,"France","Pinot Noir",87,"25","Burgundy","Bourgogne"
7655,"France","Cabernet Franc",87,"15","Loire Valley","Bourgueil"
7660,"France","Grenache",87,"30","Rhône Valley","Côtes du Rhône Villages"
7673,"France","Sauvignon Blanc",87,"25","Loire Valley","Sancerre"
7674,"France","Chardonnay",87,"25","Burgundy","Chablis"
7675,"France","Chardonnay",87,"27","Burgundy","M√¢con Solutré"
7677,"France","Rhône-style Red Blend",87,"15","Rhône Valley","Côtes du Rhône Villages"
7678,"France","Pinot Noir",87,"28","Loire Valley","Coteaux du Giennois"
7679,"France","Sauvignon Blanc",87,"28","Loire Valley","Sancerre"
7682,"France","Rosé",89,"32","Provence","Côtes de Provence"
74642,"France","Champagne Blend",85,"58","Champagne","Champagne"
7692,"France","Rosé",89,"26","Provence","Côtes de Provence"
7693,"France","Rosé",89,"22","Provence","Coteaux Varois en Provence"
7697,"France","White Blend",89,"14","Southwest France","Côtes de Gascogne"
7702,"France","Rosé",89,"20","Provence","Côtes de Provence"
7703,"France","Rosé",89,"22","Provence","Côtes de Provence"
7704,"France","Rosé",89,"25","Provence","Côtes de Provence"
7709,"France","Rosé",89,NULL,"Provence","Côtes de Provence"
7710,"France","Champagne Blend",87,"40","Champagne","Champagne"
7711,"France","Sauvignon Blanc-Chardonnay",87,"18","Loire Valley","Cheverny"
7742,"France","Champagne Blend",87,"59","Champagne","Champagne"
7744,"France","Gamay",87,NULL,"Beaujolais","Beaujolais"
7749,"France","Malbec-Merlot",87,NULL,"Southwest France","Cahors"
7755,"France","Red Blend",87,"13","Southwest France","Côtes du Tarn"
7774,"France","Rosé",82,"13","Loire Valley","Rosé d'Anjou"
7790,"France","Chenin Blanc",81,"14","Loire Valley","Vouvray"
7796,"France","Pinot Noir",96,"240","Burgundy","Chambertin"
7798,"France","Chardonnay",96,"315","Burgundy","Chevalier-Montrachet"
7799,"France","Pinot Noir",96,"115","Burgundy","Corton"
7802,"France","Grenache-Syrah",87,"14","Rhône Valley","Côtes du Rhône"
7812,"France","Rosé",87,"22","Loire Valley","Sancerre"
7816,"France","Sauvignon Blanc",87,"25","Loire Valley","Sancerre"
7817,"France","Chardonnay",87,"25","Burgundy","Chablis"
7818,"France","Chardonnay",87,"27","Burgundy","M√¢con Solutré"
7820,"France","Rhône-style Red Blend",87,"15","Rhône Valley","Côtes du Rhône Villages"
7821,"France","Pinot Noir",87,"28","Loire Valley","Coteaux du Giennois"
7822,"France","Sauvignon Blanc",87,"28","Loire Valley","Sancerre"
7840,"France","Riesling",88,"30","Alsace","Alsace"
7845,"France","Bordeaux-style Red Blend",88,"12","Bordeaux","Bordeaux"
7846,"France","Rhône-style Red Blend",88,NULL,"Provence","Palette"
7847,"France","Bordeaux-style Red Blend",88,"19","Bordeaux","Haut-Médoc"
7848,"France","Bordeaux-style White Blend",88,"12","Bordeaux","Entre-Deux-Mers"
7849,"France","Bordeaux-style White Blend",88,"25","Bordeaux","Bordeaux Blanc"
7854,"France","Riesling",88,"19","Alsace","Alsace"
7855,"France","Pinot Noir",88,"50","Alsace","Alsace"
7863,"France","Pinot Noir",87,"27","Burgundy","Bourgogne"
7866,"France","Sylvaner",87,"18","Alsace","Alsace"
7875,"France","Rosé",87,"28","Bordeaux","Bordeaux Rosé"
7876,"France","Rosé",87,NULL,"Bordeaux","Bordeaux Rosé"
7878,"France","Rosé",87,"15","Bordeaux","Bordeaux Rosé"
7879,"France","Pinot Noir",87,"35","Burgundy","Santenay"
7882,"France","Pinot Blanc",87,"15","Alsace","Alsace"
7883,"France","Chardonnay",87,NULL,"Burgundy","Marsannay"
7884,"France","Pinot Auxerrois",87,"21","Alsace","Alsace"
7890,"France","White Blend",85,NULL,"Southwest France","Côtes de Gascogne"
7893,"France","Rhône-style Red Blend",85,"19","Rhône Valley","Côtes du Rhône"
7896,"France","Rosé",85,"12","Rhône Valley","Costières de Nîmes"
7900,"France","Rosé",85,"14","Southwest France","Gaillac"
7910,"France","Rosé",85,"12","Southwest France","Côtes du Lot"
7913,"France","White Blend",85,"11","Southwest France","Côtes de Gascogne"
7923,"France","Gewurztraminer",92,"48","Alsace","Alsace"
7924,"France","Pinot Gris",92,"80","Alsace","Alsace"
7925,"France","Pinot Gris",92,"40","Alsace","Alsace"
7928,"France","Gewurztraminer",92,"48","Alsace","Alsace"
7930,"France","Gewurztraminer",92,"64","Alsace","Alsace"
7950,"France","Sylvaner",91,"27","Alsace","Alsace"
7952,"France","Gewurztraminer",91,"35","Alsace","Alsace"
8381,"France","Chardonnay",86,NULL,"Burgundy","Petit Chablis"
7983,"France","Rosé",89,"13","Provence","Coteaux d'Aix-en-Provence"
7984,"France","Rosé",89,"12","Provence","Coteaux Varois en Provence"
7996,"France","Rosé",89,"26","Provence","Côtes de Provence"
7997,"France","Rosé",89,"22","Provence","Coteaux Varois en Provence"
8001,"France","White Blend",89,"14","Southwest France","Côtes de Gascogne"
8009,"France","Rosé",89,"15","Provence","Coteaux d'Aix-en-Provence"
8031,"France","Chardonnay",87,"32","Burgundy","Chablis"
8032,"France","Chardonnay",87,"32","Burgundy","Chablis"
8038,"France","Chardonnay",87,"37","Burgundy","Pouilly-Fuissé"
8050,"France","Bordeaux-style Red Blend",87,"35","Southwest France","Bergerac"
8051,"France","Bordeaux-style Red Blend",87,NULL,"Bordeaux","Médoc"
8052,"France","Bordeaux-style Red Blend",87,"15","Bordeaux","Bordeaux Supérieur"
8061,"France","Pinot Noir",86,NULL,"Burgundy","Nuits-St.-Georges"
8068,"France","Bordeaux-style Red Blend",86,"25","Bordeaux","Castillon Côtes de Bordeaux"
8069,"France","Malbec-Merlot",86,NULL,"Southwest France","Cahors"
8070,"France","Chardonnay",95,"187","Burgundy","Corton Vergennes"
8071,"France","Pinot Noir",95,"225","Burgundy","Corton-Rognet"
8072,"France","Chardonnay",95,"520","Burgundy","Montrachet"
8074,"France","Pinot Noir",95,"300","Burgundy","Chambertin Clos de B√®ze"
8075,"France","Syrah",95,"120","Rhône Valley","Hermitage"
8079,"France","Chardonnay",95,"140","Burgundy","Corton-Charlemagne"
8080,"France","Pinot Noir",95,"180","Burgundy","Clos de Vougeot"
8082,"France","Pinot Noir",95,"170","Burgundy","Chapelle-Chambertin"
8083,"France","Pinot Noir",95,"200","Burgundy","Latricières-Chambertin"
8084,"France","Chardonnay",94,"428","Burgundy","B√¢tard-Montrachet"
8085,"France","Pinot Noir",94,"97","Burgundy","Gevrey-Chambertin"
8091,"France","Pinot Noir",94,"85","Burgundy","Volnay"
8093,"France","Pinot Noir",94,"257","Burgundy","Latricières-Chambertin"
8094,"France","Pinot Noir",94,NULL,"Burgundy","Echézeaux"
8096,"France","Chardonnay",94,"95","Burgundy","Meursault"
8107,"France","Rosé",86,"10","Rhône Valley","Côtes du Rhône"
8108,"France","Rosé",86,"11","Rhône Valley","Luberon"
8110,"France","Sauvignon Blanc",86,"20","Loire Valley","Quincy"
8111,"France","Rosé",86,"20","Loire Valley","Coteaux du Giennois"
8115,"France","Sauvignon Blanc",86,"25","Loire Valley","Quincy"
8120,"France","Chardonnay",86,"20","Burgundy","Bourgogne"
8125,"France","MondeUnited Statese",86,"25","France Other","Vin de Savoie"
8127,"France","Sauvignon Blanc",86,"26","Loire Valley","Sancerre"
8132,"France","Gewurztraminer",88,"42","Alsace","Alsace"
8136,"France","Riesling",88,"45","Alsace","Alsace"
8150,"France","Bordeaux-style Red Blend",88,"20","Bordeaux","Castillon Côtes de Bordeaux"
8151,"France","Bordeaux-style Red Blend",88,"17","Bordeaux","Cadillac Côtes de Bordeaux"
8152,"France","Bordeaux-style Red Blend",88,"15","Bordeaux","Blaye Côtes de Bordeaux"
8153,"France","Bordeaux-style Red Blend",88,"10","Bordeaux","Blaye Côtes de Bordeaux"
8154,"France","Bordeaux-style Red Blend",88,"20","Bordeaux","Cadillac Côtes de Bordeaux"
8155,"France","Bordeaux-style Red Blend",88,"15","Bordeaux","Blaye Côtes de Bordeaux"
8156,"France","Bordeaux-style Red Blend",88,NULL,"Bordeaux","Castillon Côtes de Bordeaux"
8157,"France","Bordeaux-style Red Blend",88,"17","Bordeaux","Castillon Côtes de Bordeaux"
8160,"France","Pinot Noir",87,"23","Burgundy","Bourgogne"
8162,"France","Alsace white blend",87,"12","Alsace","Alsace"
8177,"France","Pinot Noir",87,NULL,"Burgundy","Marsannay"
8179,"France","Pinot Auxerrois",87,"18","Alsace","Alsace"
8184,"France","Chardonnay",87,"18","Burgundy","M√¢con-Villages"
8195,"France","Riesling",91,"28","Alsace","Alsace"
8202,"France","Riesling",91,"36","Alsace","Alsace"
8205,"France","Bordeaux-style Red Blend",91,"25","Bordeaux","Haut-Médoc"
8206,"France","Bordeaux-style Red Blend",91,"20","Bordeaux","Médoc"
8207,"France","Bordeaux-style Red Blend",91,"31","Bordeaux","Saint-√âmilion"
8217,"France","Gewurztraminer",91,"26","Alsace","Alsace"
8218,"France","Bordeaux-style Red Blend",91,"45","Bordeaux","Pomerol"
8219,"France","Bordeaux-style Red Blend",91,"30","Bordeaux","Moulis-en-Médoc"
8222,"France","Rosé",85,NULL,"Southwest France","Fronton"
8223,"France","Rosé",85,"20","Southwest France","Fronton"
8224,"France","Malbec",85,"15","Southwest France","Cahors"
8225,"France","Rosé",85,"12","Southwest France","Gaillac"
8228,"France","Sauvignon Blanc",85,"11","Southwest France","Côtes de Gascogne"
8232,"France","Colombard-Ugni Blanc",85,"10","Southwest France","Côtes de Gascogne"
8233,"France","Rosé",85,"9","Rhône Valley","Ventoux"
8237,"France","Rhône-style White Blend",85,"11","Rhône Valley","Côtes du Rhône"
8253,"France","Chardonnay-Sauvignon Blanc",89,"16","Southwest France","Côtes de Gascogne"
8289,"France","Gewurztraminer",92,"36","Alsace","Alsace"
8290,"France","Gewurztraminer",92,"54","Alsace","Alsace"
8291,"France","Gewurztraminer",92,"48","Alsace","Alsace"
75949,"France","Pinot Blanc",84,"15","Alsace","Alsace"
8297,"France","Gewurztraminer",92,"25","Alsace","Alsace"
8308,"France","Gewurztraminer",92,"60","Alsace","Alsace"
8328,"France","Pinot Noir-Gamay",87,"18","Loire Valley","Cheverny"
8336,"France","Champagne Blend",87,"30","Champagne","Champagne"
8337,"France","Rosé",87,"18","Loire Valley","Cheverny"
8341,"France","Riesling",88,"19","Alsace","Alsace"
8342,"France","Pinot Noir",88,"50","Alsace","Alsace"
8349,"France","Gewurztraminer",88,"42","Alsace","Alsace"
8370,"France","Bordeaux-style Red Blend",86,"13","Bordeaux","Bordeaux Supérieur"
8393,"France","Merlot",86,"17","Bordeaux","Bordeaux Supérieur"
8394,"France","Bordeaux-style Red Blend",86,"11","Bordeaux","Bordeaux"
8395,"France","Bordeaux-style Red Blend",86,"24","Bordeaux","Médoc"
8400,"France","MondeUnited Statese",86,"25","France Other","Vin de Savoie"
8403,"France","Pinot Noir",86,"22","Loire Valley","Sancerre"
8404,"France","Sauvignon Blanc",86,"15","Loire Valley","Sancerre"
8405,"France","Pinot Noir-Gamay",86,"16","Loire Valley","Châteaumeillant"
8406,"France","Sauvignon Blanc",86,"28","Loire Valley","Sancerre"
